library.barcode,Assigned_cluster,Pseudotime_value,Pseudotime_branch,Differentiation,CellDay
stg5diff2_S5d6_b1.bcASMB,prog_nkx61,0.1113732508948909,1,2,6
stg5diff2_S5d6_b1.bcEBMM,sc_ec,0.874412455934195,0,2,6
stg5diff2_S5d6_b1.bcGADB,neurog3_late,0.7797546012269938,1,2,6
stg5diff2_S5d6_b1.bcFQZG,neurog3_late,0.6624559341950647,0,2,6
stg5diff2_S5d6_b1.bcADFO,neurog3_late,0.4812072892938496,1,2,6
stg5diff2_S5d6_b1.bcGMML,neurog3_mid,0.2031402538236251,1,2,6
stg5diff2_S5d6_b1.bcHQJT,sc_beta,0.7916155419222903,1,2,6
stg5diff2_S5d6_b1.bcHGVE,neurog3_mid,0.2520338431500162,1,2,6
stg5diff2_S5d6_b1.bcBWGM,sc_beta,0.8754601226993866,1,2,6
stg5diff2_S5d6_b1.bcFLJY,neurog3_mid,0.2784738041002278,1,2,6
stg5diff2_S5d6_b1.bcDYEZ,sc_beta,0.9501022494887524,1,2,6
stg5diff2_S5d6_b1.bcEMQA,sc_ec,0.8722091656874266,0,2,6
stg5diff2_S5d6_b1.bcCEDT,neurog3_late,0.4600553205336804,1,2,6
stg5diff2_S5d6_b1.bcCAWD,neurog3_late,0.4596485519036772,1,2,6
stg5diff2_S5d6_b1.bcCJIK,neurog3_late,0.4688415229417507,1,2,6
stg5diff2_S5d6_b1.bcHYMJ,sc_ec,0.7821680376028202,0,2,6
stg5diff2_S5d6_b1.bcDPHY,neurog3_mid,0.2247803449397982,1,2,6
stg5diff2_S5d6_b1.bcGWXQ,neurog3_late,0.4359436435124508,0,2,6
stg5diff2_S5d6_b1.bcHWBH,prog_nkx61,0.1299967234600262,0,2,6
stg5diff2_S5d6_b1.bcFCPT,sc_ec,0.8043478260869565,0,2,6
stg5diff2_S5d6_b1.bcEAVQ,sc_ec,0.7567567567567568,0,2,6
stg5diff2_S5d6_b1.bcDDSE,neurog3_late,0.3480312398307842,1,2,6
stg5diff2_S5d6_b1.bcDOID,sc_ec,0.9504994124559344,0,2,6
stg5diff2_S5d6_b1.bcGHGQ,neurog3_late,0.4336967133094696,1,2,6
stg5diff2_S5d6_b1.bcFLNC,sc_ec,0.6417450058754407,0,2,6
stg5diff2_S5d6_b1.bcEQZQ,neurog3_late,0.7263803680981595,1,2,6
stg5diff2_S5d6_b1.bcHEJH,prog_nkx61,0.1309794988610478,1,2,6
stg5diff2_S5d6_b1.bcGWWV,neurog3_early,0.2549148099606815,0,2,6
stg5diff2_S5d6_b1.bcHFYV,neurog3_late,0.4832411324438659,1,2,6
stg5diff2_S5d6_b1.bcALUX,sc_beta,0.7431492842535787,1,2,6
stg5diff2_S5d6_b1.bcBTCO,neurog3_late,0.4492955439056356,0,2,6
stg5diff2_S5d6_b1.bcFLKB,sc_beta,0.8922290388548058,1,2,6
stg5diff2_S5d6_b1.bcHADI,sc_beta,0.6826175869120654,1,2,6
stg5diff2_S5d6_b1.bcBXSJ,neurog3_late,0.3532929226736566,0,2,6
stg5diff2_S5d6_b1.bcGNKJ,sc_beta,0.9858895705521472,1,2,6
stg5diff2_S5d6_b1.bcHLPX,sc_ec,0.7945064629847238,0,2,6
stg5diff2_S5d6_b1.bcFMVP,neurog3_late,0.5600763807285546,0,2,6
stg5diff2_S5d6_b1.bcHBSX,neurog3_late,0.9493243243243245,0,2,6
stg5diff2_S5d6_b1.bcAKTH,sc_ec,0.6511457109283196,0,2,6
stg5diff2_S5d6_b1.bcESAG,neurog3_mid,0.2513925294888597,0,2,6
stg5diff2_S5d7_b1.bcAOZD,sc_ec,0.8682432432432432,0,2,7
stg5diff2_S5d7_b1.bcABSU,sc_beta,0.7748466257668711,1,2,7
stg5diff2_S5d7_b1.bcGLUV,neurog3_late,0.366010413276928,1,2,7
stg5diff2_S5d7_b1.bcDRNR,sc_ec,0.9521151586368978,0,2,7
stg5diff2_S5d7_b1.bcFJLM,sc_ec,0.9468272620446534,0,2,7
stg5diff2_S5d7_b1.bcGSGN,sc_beta,0.7312883435582822,1,2,7
stg5diff2_S5d7_b1.bcEUBQ,sc_ec,0.6486486486486487,0,2,7
stg5diff2_S5d7_b1.bcBHJA,sc_ec,0.9844300822561692,0,2,7
stg5diff2_S5d7_b1.bcHDFA,neurog3_mid,0.2423820445609436,0,2,7
stg5diff2_S5d7_b1.bcHLZN,sc_ec,0.5907755581668626,0,2,7
stg5diff2_S5d7_b1.bcHHHX,sc_ec,0.8653055229142186,0,2,7
stg5diff2_S5d7_b1.bcDGPG,neurog3_late,0.448394495412844,0,2,7
stg5diff2_S5d7_b1.bcBPTN,sc_ec,0.5969447708578144,0,2,7
stg5diff2_S5d7_b1.bcATQQ,sc_beta,0.9750511247443764,1,2,7
stg5diff2_S5d7_b1.bcFADG,sc_beta,0.5723926380368098,1,2,7
stg5diff2_S5d7_b1.bcBJIP,sc_beta,0.7118609406952965,1,2,7
stg5diff2_S5d7_b1.bcHNGA,sc_beta,0.9114519427402864,1,2,7
stg5diff2_S5d7_b1.bcCUSK,neurog3_late,0.3565733810608525,1,2,7
stg5diff2_S5d7_b1.bcDTGV,sc_beta,0.807361963190184,1,2,7
stg5diff2_S5d7_b1.bcFLUA,sc_ec,0.8648648648648649,0,2,7
stg5diff2_S5d7_b1.bcDLYW,sc_beta,0.8488752556237219,1,2,7
stg5diff2_S5d7_b1.bcGVIS,neurog3_mid,0.2700943703221607,1,2,7
stg5diff2_S5d7_b1.bcFSNK,sc_beta,0.6108384458077709,1,2,7
stg5diff2_S5d7_b1.bcFXMX,sc_ec,0.8213866039952997,0,2,7
stg5diff2_S5d7_b1.bcGKWV,sc_beta,0.5038854805725972,1,2,7
stg5diff2_S5d7_b1.bcGPIA,neurog3_late,0.586075205640423,0,2,7
stg5diff2_S5d7_b1.bcDNXO,sc_beta,0.7715746421267894,1,2,7
stg5diff2_S5d7_b1.bcIGZS,sc_beta,0.7830265848670757,1,2,7
stg5diff2_S5d7_b1.bcHJMU,neurog3_late,0.463878945655711,1,2,7
stg5diff2_S5d7_b1.bcGLVT,sc_beta,0.6462167689161554,1,2,7
stg5diff2_S5d7_b1.bcGUFC,sc_ec,0.8059635722679201,0,2,7
stg5diff2_S5d7_b1.bcHOKU,neurog3_late,0.4803123983078425,1,2,7
stg5diff2_S5d7_b1.bcAVGW,neurog3_mid,0.2447120078099577,1,2,7
stg5diff2_S5d7_b1.bcGZNX,neurog3_mid,0.2013433813892529,0,2,7
stg5diff2_S5d7_b1.bcETRK,neurog3_mid,0.2983289646133683,0,2,7
stg5diff2_S5d7_b1.bcHAHD,sc_ec,0.827262044653349,0,2,7
stg5diff2_S5d7_b1.bcEKCD,sc_beta,0.8674846625766871,1,2,7
stg5diff2_S5d7_b1.bcDLKZ,sc_beta,0.9028629856850716,1,2,7
stg5diff2_S5d7_b1.bcEWRF,sc_ec,0.8068448883666275,0,2,7
stg5diff2_S5d7_b1.bcGJYP,sc_beta,0.6460122699386504,1,2,7
stg5diff2_S5d7_b1.bcDNAA,sc_beta,0.8619631901840491,1,2,7
stg5diff2_S5d7_b1.bcDLGA,sc_beta,0.6415132924335378,1,2,7
stg5diff2_S5d7_b1.bcGMTT,neurog3_early,0.1361861373250895,1,2,7
stg5diff2_S5d7_b1.bcBDTK,neurog3_late,0.3274082568807339,0,2,7
stg5diff2_S5d7_b1.bcEAOW,sc_ec,0.963572267920094,0,2,7
stg5diff2_S5d7_b1.bcFOEW,neurog3_late,0.4378457533355027,1,2,7
stg5diff2_S5d7_b1.bcAFSL,neurog3_late,0.3482753010087862,1,2,7
stg5diff2_S5d7_b1.bcAXEB,neurog3_mid,0.2807994757536042,0,2,7
stg5diff2_S5d7_b1.bcEKHH,sc_ec,0.9040834312573442,0,2,7
stg5diff2_S5d7_b1.bcAJXA,sc_ec,0.6711222091656874,0,2,7
stg5diff2_S5d7_b1.bcHCWZ,neurog3_mid,0.1994793361535958,1,2,7
stg5diff2_S5d7_b1.bcFNXJ,sc_beta,0.9247443762781188,1,2,7
stg5diff2_S5d7_b1.bcBXDU,sc_beta,0.7235173824130879,1,2,7
stg5diff2_S5d7_b1.bcFYTT,neurog3_late,0.4630654083957045,1,2,7
stg5diff2_S5d7_b1.bcCEOR,sc_beta,0.9633946830265848,1,2,7
stg5diff2_S5d7_b1.bcEUTQ,sc_beta,0.7316973415132925,1,2,7
stg5diff2_S5d7_b1.bcFTES,sc_beta,0.9153374233128836,1,2,7
stg5diff2_S5d7_b1.bcHXRW,sc_ec,0.5239424206815512,0,2,7
stg5diff2_S5d7_b1.bcHXCL,sc_ec,0.914512338425382,0,2,7
stg5diff2_S5d7_b1.bcFZWE,sc_beta,0.7460122699386503,1,2,7
stg5diff2_S5d7_b1.bcBPQR,sc_ec,0.9779670975323148,0,2,7
stg5diff2_S5d7_b1.bcHTRH,neurog3_mid,0.3029612756264236,1,2,7
stg5diff2_S5d7_b1.bcGMAG,sc_beta,0.4822648877318581,1,2,7
stg5diff1_S5d0_b2.bcICGI,prog_nkx61,0.0854357798165137,0,1,0
stg5diff1_S5d0_b2.bcBTJW,prog_nkx61,0.0349770642201834,0,1,0
stg5diff1_S5d0_b2.bcDBVJ,prog_nkx61,0.0442332896461336,0,1,0
stg5diff1_S5d0_b2.bcGCOU,prog_nkx61,0.0233485193621867,1,1,0
stg5diff1_S5d0_b2.bcFBTH,prog_nkx61,0.0013925294888597,0,1,0
stg5diff1_S5d0_b2.bcIFZM,prog_nkx61,0.0176933158584534,0,1,0
stg5diff1_S5d0_b2.bcEXND,prog_nkx61,0.0619266055045871,0,1,0
stg5diff1_S5d0_b2.bcFIGY,prog_nkx61,0.081913499344692,0,1,0
stg5diff1_S5d0_b2.bcCJBK,prog_nkx61,0.0281483891962251,1,1,0
stg5diff1_S5d0_b2.bcFOKP,prog_nkx61,0.0736402359108781,0,1,0
stg5diff1_S5d0_b2.bcFWPP,prog_nkx61,0.0214613368283093,0,1,0
stg5diff1_S5d0_b2.bcFXIP,prog_nkx61,0.0828964613368283,0,1,0
stg5diff1_S5d0_b2.bcIGKL,prog_nkx61,0.0071591278880572,1,1,0
stg5diff1_S5d0_b2.bcBYYS,prog_nkx61,0.0091929710380735,1,1,0
stg5diff1_S5d0_b2.bcHQQZ,prog_nkx61,0.0444790301441677,0,1,0
stg5diff1_S5d0_b2.bcBQUG,prog_nkx61,0.073394495412844,0,1,0
stg5diff1_S5d0_b2.bcBVKQ,prog_nkx61,0.052879921900423,1,1,0
stg5diff1_S5d0_b2.bcBHAI,prog_nkx61,0.0380735437683045,1,1,0
stg5diff1_S5d0_b2.bcGIOT,prog_nkx61,0.0663032866905304,1,1,0
stg5diff1_S5d0_b2.bcAYBN,prog_nkx61,0.0662680209698558,0,1,0
stg5diff1_S5d0_b2.bcARRI,prog_nkx61,0.0222804718217562,0,1,0
stg5diff1_S5d0_b2.bcDURT,prog_nkx61,0.0320281782437745,0,1,0
stg5diff1_S5d0_b2.bcDDKL,prog_nkx61,0.0015457207940123,1,1,0
stg5diff1_S5d0_b2.bcEXLS,prog_nkx61,0.015153997378768,0,1,0
stg5diff1_S5d0_b2.bcHOXX,prog_nkx61,0.0508460787504067,1,1,0
stg5diff1_S5d0_b2.bcCJKO,prog_nkx61,0.0460353866317169,0,1,0
stg5diff1_S5d0_b2.bcHQOV,prog_nkx61,0.0303449397982427,1,1,0
stg5diff1_S5d0_b2.bcCRIS,prog_nkx61,0.0322974292222583,1,1,0
stg5diff1_S5d0_b2.bcBMXY,prog_nkx61,0.0090923984272608,0,1,0
stg5diff1_S5d0_b2.bcARCA,prog_nkx61,0.0131880733944954,0,1,0
stg5diff1_S5d0_b2.bcFWVB,prog_nkx61,0.0163826998689384,0,1,0
stg5diff1_S5d0_b2.bcDZKS,prog_nkx61,0.0192808330621542,1,1,0
stg5diff1_S5d0_b2.bcCYYC,prog_nkx61,0.0068807339449541,0,1,0
stg5diff1_S5d0_b2.bcGJKL,prog_nkx61,0.0778555157826228,1,1,0
stg5diff1_S5d0_b2.bcFRMQ,prog_nkx61,0.0374344692005242,0,1,0
stg5diff1_S5d0_b2.bcCOOW,prog_nkx61,0.0315366972477064,0,1,0
stg5diff1_S5d0_b2.bcFWHX,prog_nkx61,0.0484868206963878,1,1,0
stg5diff1_S5d0_b2.bcGIXQ,prog_nkx61,0.0357142857142857,0,1,0
stg5diff1_S5d0_b2.bcEYPC,prog_nkx61,0.0764725024406117,1,1,0
stg5diff1_S5d0_b2.bcIHAR,prog_nkx61,0.0069964204360559,1,1,0
stg5diff1_S5d0_b2.bcBFHQ,prog_nkx61,0.0200688073394495,0,1,0
stg5diff1_S5d0_b2.bcEGSK,prog_nkx61,0.0728929384965831,1,1,0
stg5diff1_S5d0_b2.bcDLKP,prog_nkx61,0.0008948909860071,1,1,0
stg5diff1_S5d0_b2.bcFLKF,prog_nkx61,0.0373413602342987,1,1,0
stg5diff1_S5d0_b2.bcCHFJ,prog_nkx61,0.0871559633027523,0,1,0
stg5diff1_S5d0_b2.bcFFDI,prog_nkx61,0.0397006182883176,1,1,0
stg5diff1_S5d0_b2.bcIGRD,prog_nkx61,0.0348193947282785,1,1,0
stg5diff1_S5d0_b2.bcAZLE,prog_nkx61,0.0416120576671035,0,1,0
stg5diff1_S5d0_b2.bcBQKN,prog_nkx61,0.0493938401048492,0,1,0
stg5diff1_S5d0_b2.bcIIIP,prog_nkx61,0.0824113244386593,1,1,0
stg5diff1_S5d1_b2.bcDRJK,neurog3_early,0.1522128213472177,1,1,1
stg5diff1_S5d1_b2.bcGATY,neurog3_early,0.1469248291571754,1,1,1
stg5diff1_S5d1_b2.bcGQMT,neurog3_early,0.2084698558322411,0,1,1
stg5diff1_S5d1_b2.bcBSZG,prog_nkx61,0.0858453473132372,0,1,1
stg5diff1_S5d1_b2.bcHNAG,neurog3_early,0.146788990825688,0,1,1
stg5diff1_S5d1_b2.bcFRIM,neurog3_late,0.4134993446920052,0,1,1
stg5diff1_S5d1_b2.bcIIIH,neurog3_mid,0.2643348623853211,0,1,1
stg5diff1_S5d1_b2.bcAHCT,prog_nkx61,0.1127948885976408,0,1,1
stg5diff1_S5d1_b2.bcHAMJ,neurog3_early,0.212007809957696,1,1,1
stg5diff1_S5d1_b2.bcFHWG,neurog3_early,0.1684960681520314,0,1,1
stg5diff1_S5d1_b2.bcFBXP,neurog3_early,0.1983125819134993,0,1,1
stg5diff1_S5d1_b2.bcEOPY,neurog3_early,0.138626749105109,1,1,1
stg5diff1_S5d1_b2.bcBDKN,neurog3_early,0.1787352555701179,0,1,1
stg5diff1_S5d1_b2.bcFFOT,neurog3_early,0.1534239842726081,0,1,1
stg5diff1_S5d1_b2.bcDQNW,prog_nkx61,0.1124672346002621,0,1,1
stg5diff1_S5d1_b2.bcEPXW,neurog3_early,0.1863532110091743,0,1,1
stg5diff1_S5d1_b2.bcEIUV,prog_nkx61,0.1208102831109664,1,1,1
stg5diff1_S5d1_b2.bcAQJI,neurog3_early,0.1405792385291246,1,1,1
stg5diff1_S5d1_b2.bcEINL,neurog3_early,0.1886592905955093,1,1,1
stg5diff1_S5d1_b2.bcCZRT,neurog3_early,0.1206585845347313,0,1,1
stg5diff1_S5d1_b2.bcESMT,prog_nkx61,0.0885128538887081,1,1,1
stg5diff1_S5d1_b2.bcDFUW,neurog3_early,0.1649853563293198,1,1,1
stg5diff1_S5d1_b2.bcECZU,prog_nkx61,0.083875691506671,1,1,1
stg5diff1_S5d1_b2.bcEHAL,neurog3_early,0.1485091743119266,0,1,1
stg5diff1_S5d1_b2.bcAENX,neurog3_early,0.1648099606815203,0,1,1
stg5diff1_S5d1_b2.bcGMKH,neurog3_early,0.213548492791612,0,1,1
stg5diff1_S5d1_b2.bcGAOP,prog_nkx61,0.1060852587048486,1,1,1
stg5diff1_S5d1_b2.bcFDOM,neurog3_early,0.1732020826553856,1,1,1
stg5diff1_S5d1_b2.bcDHGO,prog_nkx61,0.1359420761470875,1,1,1
stg5diff1_S5d1_b2.bcGUOY,neurog3_early,0.1862186788154897,1,1,1
stg5diff1_S5d1_b2.bcEVCK,prog_nkx61,0.089000976244712,1,1,1
stg5diff1_S5d1_b2.bcFLDW,neurog3_early,0.1955743573055646,1,1,1
stg5diff1_S5d1_b2.bcBBOH,prog_nkx61,0.0973132372214941,0,1,1
stg5diff1_S5d1_b2.bcEURG,neurog3_early,0.1438401048492791,0,1,1
stg5diff1_S5d1_b2.bcFZQP,neurog3_early,0.1412300683371298,1,1,1
stg5diff1_S5d1_b2.bcEZTE,neurog3_early,0.2200618288317604,1,1,1
stg5diff1_S5d1_b2.bcFUCM,prog_nkx61,0.0880570117955439,0,1,1
stg5diff1_S5d1_b2.bcAFBR,neurog3_early,0.1409860071591279,1,1,1
stg5diff1_S5d1_b2.bcAOZH,neurog3_early,0.1897982427595184,1,1,1
stg5diff1_S5d1_b2.bcGPIG,prog_nkx61,0.1160714285714285,0,1,1
stg5diff1_S5d1_b2.bcIBVI,neurog3_early,0.1913499344692005,0,1,1
stg5diff1_S5d1_b2.bcETPO,neurog3_early,0.144413499344692,0,1,1
stg5diff1_S5d1_b2.bcCKCI,neurog3_early,0.175886755613407,1,1,1
stg5diff1_S5d1_b2.bcCPHA,neurog3_mid,0.2223132372214941,0,1,1
stg5diff1_S5d1_b2.bcHXSF,neurog3_mid,0.1981487549148099,0,1,1
stg5diff1_S5d1_b2.bcCFCQ,neurog3_early,0.1520501138952164,1,1,1
stg5diff1_S5d1_b2.bcDIBB,neurog3_early,0.145478374836173,0,1,1
stg5diff1_S5d1_b2.bcADZZ,neurog3_early,0.1474442988204456,0,1,1
stg5diff1_S5d1_b2.bcFQSY,neurog3_early,0.147608125819135,0,1,1
stg5diff1_S5d1_b2.bcGZDA,neurog3_mid,0.209043250327654,0,1,1
stg5diff1_S5d1_b2.bcGZCS,neurog3_early,0.2119264562316954,1,1,1
stg5diff1_S5d1_b2.bcBKQS,prog_nkx61,0.100262123197903,0,1,1
stg5diff1_S5d1_b2.bcFZWS,prog_nkx61,0.1224606815203145,0,1,1
stg5diff1_S5d1_b2.bcHQJK,prog_nkx61,0.0947739187418086,0,1,1
stg5diff1_S5d1_b2.bcGDVZ,neurog3_mid,0.2183813892529489,0,1,1
stg5diff1_S5d1_b2.bcHRYN,prog_nkx61,0.1016546526867627,0,1,1
stg5diff1_S5d1_b2.bcCSKN,neurog3_early,0.1845102505694761,1,1,1
stg5diff1_S5d1_b2.bcCLJC,prog_nkx61,0.0804588350146436,1,1,1
stg5diff1_S5d1_b2.bcFXQL,neurog3_early,0.1496095021151968,1,1,1
stg5diff1_S5d1_b2.bcGWOY,prog_nkx61,0.0927432476407419,1,1,1
stg5diff1_S5d1_b2.bcHRUH,prog_nkx61,0.099197247706422,0,1,1
stg5diff1_S5d1_b2.bcDIAT,neurog3_early,0.183240498034076,0,1,1
stg5diff1_S5d2_b2.bcESWM,neurog3_early,0.1744757536041939,0,1,2
stg5diff1_S5d2_b2.bcDCET,neurog3_mid,0.2249430523917995,1,1,2
stg5diff1_S5d2_b2.bcDMPA,neurog3_mid,0.2684672958021477,1,1,2
stg5diff1_S5d2_b2.bcFUXP,neurog3_mid,0.2885616661243085,1,1,2
stg5diff1_S5d2_b2.bcGOZT,neurog3_early,0.1647280471821756,0,1,2
stg5diff1_S5d2_b2.bcFNVX,neurog3_mid,0.2499180865006553,0,1,2
stg5diff1_S5d2_b2.bcCYDO,neurog3_mid,0.2387778505897771,0,1,2
stg5diff1_S5d2_b2.bcGEHG,neurog3_mid,0.2379596485519036,1,1,2
stg5diff1_S5d2_b2.bcAVQH,neurog3_mid,0.2044560943643512,0,1,2
stg5diff1_S5d2_b2.bcDGSH,neurog3_mid,0.2790432801822323,1,1,2
stg5diff1_S5d2_b2.bcDARV,neurog3_mid,0.2361698665798893,1,1,2
stg5diff1_S5d2_b2.bcHPGW,prog_nkx61,0.126749105109014,1,1,2
stg5diff1_S5d2_b2.bcBCON,neurog3_mid,0.2889684347543117,1,1,2
stg5diff1_S5d2_b2.bcDVVF,neurog3_early,0.1695411649853563,1,1,2
stg5diff1_S5d2_b2.bcHEBB,neurog3_early,0.169134396355353,1,1,2
stg5diff1_S5d2_b2.bcFJQL,neurog3_late,0.3237064757565897,1,1,2
stg5diff1_S5d2_b2.bcDRHS,neurog3_mid,0.2477883355176933,0,1,2
stg5diff1_S5d2_b2.bcAAIL,neurog3_mid,0.3518184796854521,0,1,2
stg5diff1_S5d2_b2.bcFJZR,neurog3_mid,0.3088187438984705,1,1,2
stg5diff1_S5d2_b2.bcESIV,neurog3_early,0.1714449541284403,0,1,2
stg5diff1_S5d2_b2.bcFSDI,prog_nkx61,0.1135698014969085,1,1,2
stg5diff1_S5d2_b2.bcCFAW,neurog3_mid,0.2266546526867627,0,1,2
stg5diff1_S5d2_b2.bcHGFU,neurog3_mid,0.3049137650504393,1,1,2
stg5diff1_S5d2_b2.bcAXGM,neurog3_mid,0.2404002603319232,1,1,2
stg5diff1_S5d2_b2.bcDKVF,neurog3_late,0.3549311926605504,0,1,2
stg5diff1_S5d2_b2.bcCTCM,neurog3_mid,0.2978359908883827,1,1,2
stg5diff1_S5d2_b2.bcHCQF,neurog3_early,0.1688089814513504,1,1,2
stg5diff1_S5d2_b2.bcGURV,neurog3_early,0.1967946631955743,1,1,2
stg5diff1_S5d2_b2.bcCPPJ,neurog3_late,0.4381553079947575,0,1,2
stg5diff1_S5d2_b2.bcBINO,neurog3_mid,0.2550786369593709,0,1,2
stg5diff1_S5d2_b2.bcFJFG,neurog3_early,0.1836153595834689,1,1,2
stg5diff1_S5d2_b2.bcFVPV,neurog3_early,0.1743119266055046,0,1,2
stg5diff1_S5d2_b2.bcDFNN,neurog3_mid,0.3042267365661861,0,1,2
stg5diff1_S5d2_b2.bcGFXM,neurog3_mid,0.3698340383989587,1,1,2
stg5diff1_S5d2_b2.bcHGPT,neurog3_late,0.3327326343381389,0,1,2
stg5diff1_S5d2_b2.bcDDIW,neurog3_early,0.1941099902375528,1,1,2
stg5diff1_S5d2_b2.bcBUNK,neurog3_mid,0.3074357305564595,1,1,2
stg5diff1_S5d2_b2.bcDYBG,neurog3_early,0.169397116644823,0,1,2
stg5diff1_S5d2_b2.bcGXNE,neurog3_mid,0.2617149365440937,1,1,2
stg5diff1_S5d2_b2.bcEXWN,neurog3_early,0.176130816791409,1,1,2
stg5diff1_S5d2_b2.bcAXKM,neurog3_mid,0.3088138925294889,0,1,2
stg5diff1_S5d2_b2.bcHTGK,neurog3_late,0.3957241153342071,0,1,2
stg5diff1_S5d2_b2.bcEGCK,neurog3_early,0.2137975919297103,1,1,2
stg5diff1_S5d2_b2.bcERKD,neurog3_mid,0.2515457207940124,1,1,2
stg5diff1_S5d2_b2.bcAJCP,neurog3_mid,0.2535795639440286,1,1,2
stg5diff1_S5d2_b2.bcGYOX,sc_ec,0.8278495887191539,0,1,2
stg5diff1_S5d2_b2.bcADBJ,neurog3_mid,0.2538236251220306,1,1,2
stg5diff1_S5d2_b2.bcFCMN,neurog3_mid,0.2434469200524246,0,1,2
stg5diff1_S5d2_b2.bcHMDT,neurog3_mid,0.282378782948259,1,1,2
stg5diff1_S5d2_b2.bcBGIT,sc_ec,0.4785386631716907,0,1,2
stg5diff1_S5d2_b2.bcHVFF,neurog3_mid,0.3389580602883355,0,1,2
stg5diff1_S5d2_b2.bcEIRQ,neurog3_mid,0.294397116644823,0,1,2
stg5diff1_S5d2_b2.bcBSYO,neurog3_mid,0.3035714285714285,0,1,2
stg5diff1_S5d2_b2.bcAZVG,neurog3_mid,0.2148591087811271,0,1,2
stg5diff1_S5d2_b2.bcCPIK,neurog3_early,0.2027334851936218,1,1,2
stg5diff1_S5d2_b2.bcDDSC,neurog3_mid,0.3111893840104849,0,1,2
stg5diff1_S5d2_b2.bcDJGW,prog_nkx61,0.1207289293849658,1,1,2
stg5diff1_S5d2_b2.bcEZJN,neurog3_mid,0.2263260657338106,1,1,2
stg5diff1_S5d2_b2.bcGDRA,neurog3_mid,0.2562642369020501,1,1,2
stg5diff1_S5d2_b2.bcBXNB,neurog3_mid,0.3202896192645623,1,1,2
stg5diff1_S5d2_b2.bcHPMK,neurog3_mid,0.2166612057667103,0,1,2
stg5diff1_S5d2_b2.bcATST,neurog3_mid,0.2719528178243774,0,1,2
stg5diff1_S5d2_b2.bcGIPS,neurog3_mid,0.2637614678899082,0,1,2
stg5diff1_S5d2_b2.bcBKZT,neurog3_mid,0.2076507208387942,0,1,2
stg5diff1_S5d2_b2.bcCLFX,neurog3_mid,0.2687581913499344,0,1,2
stg5diff1_S5d2_b2.bcAQOP,prog_nkx61,0.1053530751708428,1,1,2
stg5diff1_S5d2_b2.bcFWLN,neurog3_mid,0.2316954116498535,1,1,2
stg5diff1_S5d2_b2.bcENRE,neurog3_mid,0.2452001301659616,1,1,2
stg5diff1_S5d2_b2.bcCOIR,neurog3_mid,0.2435288335517693,0,1,2
stg5diff1_S5d3_b2.bcHZRH,neurog3_late,0.3981815203145478,0,1,3
stg5diff1_S5d3_b2.bcFALI,neurog3_late,0.3602342987308818,1,1,3
stg5diff1_S5d3_b2.bcBEGY,sc_beta,0.9623721881390592,1,1,3
stg5diff1_S5d3_b2.bcHXHA,sc_ec,0.5058754406580493,0,1,3
stg5diff1_S5d3_b2.bcFGUD,prog_nkx61,0.1279694109990237,1,1,3
stg5diff1_S5d3_b2.bcBCLK,neurog3_late,0.3433127237227465,1,1,3
stg5diff1_S5d3_b2.bcBVHL,neurog3_early,0.1745576671035386,0,1,3
stg5diff1_S5d3_b2.bcFZGM,neurog3_early,0.1980149690855841,1,1,3
stg5diff1_S5d3_b2.bcIFRF,neurog3_late,0.4834534731323722,0,1,3
stg5diff1_S5d3_b2.bcEKLD,neurog3_late,0.4818581191018549,1,1,3
stg5diff1_S5d3_b2.bcFWCL,prog_nkx61,0.0929059550927432,1,1,3
stg5diff1_S5d3_b2.bcEKFO,neurog3_late,0.4912352555701179,0,1,3
stg5diff1_S5d3_b2.bcGRWG,neurog3_late,0.3435567849007485,1,1,3
stg5diff1_S5d3_b2.bcFIHL,neurog3_late,0.4245576671035386,0,1,3
stg5diff1_S5d3_b2.bcCHJS,sc_beta,0.8357873210633947,1,1,3
stg5diff1_S5d3_b2.bcEOMA,sc_ec,0.5305522914218567,0,1,3
stg5diff1_S5d3_b2.bcEHMI,sc_beta,0.6875255623721881,1,1,3
stg5diff1_S5d3_b2.bcFUJI,neurog3_late,0.430045871559633,0,1,3
stg5diff1_S5d3_b2.bcFORO,prog_nkx61,0.1266382699868938,0,1,3
stg5diff1_S5d3_b2.bcHDZA,prog_nkx61,0.1265563564875491,0,1,3
stg5diff1_S5d3_b2.bcFITA,neurog3_late,0.3851572739187418,0,1,3
stg5diff1_S5d3_b2.bcFKLK,neurog3_mid,0.2871068152031454,0,1,3
stg5diff1_S5d3_b2.bcEELT,neurog3_late,0.3774574049803407,0,1,3
stg5diff1_S5d3_b2.bcDOJY,sc_ec,0.7946533490011751,0,1,3
stg5diff1_S5d3_b2.bcCXJQ,neurog3_late,0.4226326065733811,1,1,3
stg5diff1_S5d3_b2.bcBMNS,neurog3_mid,0.2218516108037748,1,1,3
stg5diff1_S5d3_b2.bcHFMS,neurog3_late,0.3726814188089814,1,1,3
stg5diff1_S5d3_b2.bcEKFE,neurog3_mid,0.2290301441677588,0,1,3
stg5diff1_S5d3_b2.bcBVDM,neurog3_mid,0.2845753335502766,1,1,3
stg5diff1_S5d3_b2.bcHPKE,neurog3_early,0.1841848356654734,1,1,3
stg5diff1_S5d3_b2.bcGFZA,neurog3_late,0.4262121705174096,1,1,3
stg5diff1_S5d3_b2.bcAUIX,neurog3_mid,0.2480475105759843,1,1,3
